Member : TrickySanta
Member : Gummi
Member : ShiftySavior
Member : MiniGummi
Member : oMataa
Member : Fkn AJ
Member : Drottningen
Member : Kandylicious
Member : MatGummi
Member : Swinds
Member : GummiMeUp
Member : CashewNutter
Member : GummiOres
Member : Immug
Member : Immug2
Member : Immug3
Member : Immug4
